Million tonnes of carbon dioxide,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1940910816193,39.2327643632889,39.0394170880318,39.2015759348869,40.2599025964737,37.2837951779366,33.3245570361614,31.0822826474905,28.251526363194,29.7578029502183,22.7471096459776,34.1908501386642,27.2171389013529,30.5155328214169,26.5472477078438,29.6024484038353,33.3385095447302,29.42039462924,36.7350728213787,41.8303746581078,38.7753213644028,39.8049834668636,36.5489834547043,35.5809518992901,49.1078015565872,53.6004293262959,57.3031693994999,68.6575263738632,58.2394035756588,61.9677795469761,68.8900249004364,75.9711149930954,69.8088778555393,78.4705545604229,74.4057469069958,93.9861095249653,93.4143744260073,95.3859263807535,93.8653262853622
USSR,1907.25774717331,2014.71329641342,2106.96020936966,2157.95735359192,2243.89966392517,2320.89204406738,2415.11675643921,2529.79840660095,2639.71348762512,2742.35751152039,2872.30565071106,2959.42167472839,3059.37308502197,3158.51390647888,3217.7640838623,3237.44429588318,3275.40664386749,3340.23661994934,3381.34328365326,3445.15372562408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.6105085462332,94.6685851514339,96.7998760640621,97.5697890669107,102.228724598885,106.081915423274,104.235191643238,98.7938937544823,102.686626151204,96.6343826949596,103.409690599889,106.253999311477,105.641145166941,105.645943511277,118.109975321218,120.845923768356,120.760343958624,123.782440977171,110.699954257347,111.959533366375,112.832951051183,106.114390061703,111.446267365478,105.990243231412,104.753266460728,103.376956108492,109.591791016515,108.175882968586,109.374852939509,113.977092066314,107.591447235551,103.626566698309,105.417051119264,109.001764662098,108.916240235325,110.839915473014,115.650908709154,120.694178696605,120.070193237043
Other CIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2743692398071,78.2461213991046,79.9747039116919,82.6300959326327,82.1657061688602,83.7907703146338,66.9663076922297,52.0208565853536,35.6925790894311,24.9207728970796,20.6623909876216,21.580718717305,21.143442414701,21.2252187309787,17.4860511542647,16.0596382518997,16.0092517160811,16.1987623736495,16.4116290374659,18.3477539271116,19.4947833714541,20.2913244888186,22.9604450017214,24.4130424503237,23.6482448014431,23.1108754216693,24.4843390774913,26.2731536482461,25.2590264598839,27.5118861200026,28.8621761992399,29.3389544112579,29.7822081938502,33.3081171905505,31.3480257917981,31.8502562702633,33.6071145805763,32.9310023679864,34.1012669872143
Iran,21.2263152077794,23.4341131523252,26.1148918271065,29.0438679456711,32.112802118063,37.7491664588451,40.8710246086121,46.100158393383,56.5062054991722,63.2882587909698,74.3950614631176,85.011291205883,96.0511001348495,93.3420540988445,102.042579889297,95.0799997448921,97.0640737861395,109.431889541447,130.159715533257,140.818933740258,153.816440321505,143.750272870064,152.711031705141,154.401178846601,169.089630050585,181.774492479395,201.471139641013,217.835487439763,202.70839172462,227.428238902707,236.590120373759,251.053921660408,259.767129892949,267.891874487046,289.548463496845,304.892298408784,323.890027510002,350.937888296787,354.976214049617,387.086042784853,409.091879878193,443.454520953819,469.539093230851,488.64393236069,493.573321882868,504.386552607641,516.244995044777,521.824515904766,542.788804867771,552.268200726132,546.918154428829,567.151902161771,575.754519604146,602.321006782353,627.370007634861,653.16756800632,649.254191880347,677.156341774622,683.640249478165
Iraq,5.82566248252988,6.37766930088401,6.51421203650534,6.92833165451884,7.88649590685964,9.91029945760965,10.7867012545466,12.7827942222357,12.4683155119419,12.1137613654137,12.890903532505,16.1495126485825,17.2890103757381,16.280572116375,19.9347491264343,24.1595966815948,22.8845996856689,23.9363641142845,27.8886212110519,30.9043168723583,35.3728319704533,40.6638323962688,45.6601740717888,52.4490358233452,59.7700687050819,54.83086591959,36.3565173475072,56.733754966408,76.4802340604365,86.9595737792552,85.8808759786189,86.4049472566694,103.873555883765,76.6684375405312,55.230477809906,80.0985468626022,89.7980999946594,84.779570877552,74.8858303278685,80.4352729320526,75.6734462976456,72.9892332553864,71.9099285006523,83.6355740129948,81.9860441982746,92.2266785502434,94.172553896904,103.300285458565,114.143893480301,112.313056230545,110.616192162037,118.801075041294,140.420266866684,144.509528040886,151.472854107618,134.666132092476,141.947514295578,159.877533391118,168.223794221878
Israel,10.5937795219943,10.9815187742934,13.3115618303418,13.4981009690091,15.3458104189485,16.2907804418355,18.4795779641718,17.3061494324356,18.8392173312604,18.8713685158291,19.1014499719604,19.6050507624168,20.6223344679456,22.3947400471661,22.8076737042575,23.246220890609,23.7758040222161,26.0393103081151,26.4142787344754,28.1140243472764,26.4884954690933,27.7086521508172,29.4655537861399,31.6683247992769,33.4608164280653,34.748434335459,35.4022314390168,41.4202283932827,44.5157043154177,46.7685575756477,52.2493414292112,55.2058966346085,59.2674506437033,61.7146157985553,63.7284349482507,60.2397266207263,61.2228716933168,62.8480009566993,64.5947176553309,64.5737546104938,64.8399007637054,65.5371756572276,67.3573553133756,68.2790024448186,65.9343088660389,67.7703196527436,68.5181806846522,74.1672964170575,66.8163865599781,64.003092831932,66.6817819499411,65.9906521467492,66.5396971805021,67.0927720172331,69.1289443168789,62.9260156466626,63.4389672679827,67.2050223378465,65.5092658726498
Kuwait,16.6351937949657,17.3680015206337,17.6602385044098,18.5472737550735,18.9788248538971,15.4342994093895,15.3913336023688,16.9946654215455,16.9060636162758,16.1932285651565,14.3823265433311,17.1548523679376,17.5096822828054,19.2168812155724,23.4013778120279,19.2864460139535,25.3730515367351,25.5124952844344,28.4576405338012,29.9996085367166,28.7362081459723,32.5743572763167,30.3274734667502,33.5990944555961,35.7614674768411,21.6495468220674,11.7358875027858,19.7605745992623,22.8233843273483,26.9238439872861,33.7721534213051,33.385577134788,34.462261673063,41.6711860597134,43.7602075263858,46.6335568417926,47.3858987747808,51.1409788698656,62.0848148257064,70.0509527081449,77.315978243947,73.4530135691166,71.0479619320249,76.8770852063317,76.7662346959114,87.4257930228487,86.3004310950637,85.9930743724108,93.2484762370586,90.0190958380699,97.0987145900726,96.3377003669739,96.6563230454922,100.325962275267,91.1332221031189,85.2470384538174,91.2679266631603,92.0665959715843,93.936703145504
Oman,0.0253759410697967,0.0316915740258992,0.13833271432668,0.16637637745589,0.240252669900656,0.243737607263029,4.29110320238397,4.90565201640129,4.26113749109209,3.8968084580265,3.53129820059985,4.0154435983859,3.77775399154052,4.23730961373076,4.75943983485922,3.94074593251571,4.07457373803481,4.53818093566224,5.16457697143778,6.24272257462144,7.41765948943794,8.092284694314,8.34689208865166,8.60803707689047,8.97267762571573,10.6824776362628,14.5932404026389,14.2725667431951,13.698286421597,12.5763231513774,14.7092943092921,14.9414336378286,15.0454050818807,15.3425132580014,17.724048740778,24.4289635164896,27.2124840259203,29.2097841100767,30.0560863101855,31.0056845806539,31.8509359076852,34.8090593051165,35.0604940794874,41.4817950590514,40.8519472545013,48.0737768439576,51.5800931984559,57.0020871134475,65.2047177338973,64.6896551176906,69.0328359548002,69.5374371828511,72.1866836305708,74.8588758576661,74.6193425990641,70.1363144163042,76.6028820779175,82.3037243820727,85.1124226506799
Qatar,0.308025087695569,0.306844310369343,0.44049198878929,1.34247607877478,2.09371205000207,2.36929308576509,2.3499726834707,2.59886027639732,3.6866036192514,3.24809698620811,4.82920934818685,2.99832882732153,4.21931200567633,4.05157710332423,9.44037543702871,9.33330474793911,8.82340832985938,9.50836309418082,10.0260165967047,11.3916110657156,10.7937144450843,11.6441745311022,11.3304785266519,12.0783426314592,12.6960500478745,12.8583144657314,15.1684661526233,24.0073394501815,25.7306642718613,26.2604605145752,26.4401278346777,19.6603915393353,21.2952457591891,23.108649648726,26.0756488144398,22.7498503476381,21.7982559576631,24.6476104240865,27.4970373865217,33.7471033334732,37.9683794826269,40.2640220820904,46.1520134806633,52.3778614997864,53.6816858053207,62.802138030529,74.771826595068,89.7600604165345,100.264038886875,110.260042876005,123.898821078241,124.273769877851,116.847961641848,119.189158886671,125.161922514439,108.636547876522,116.961000764742,119.700040824711,132.506543058902
Saudi Arabia,62.4899280071259,63.2612997293472,64.0854351520538,64.9737150669098,65.9425592422485,67.0465376377106,67.0770468711853,71.8576323986053,76.4998292922974,80.8633267879486,62.6643395423889,72.3595054149628,85.6320507526398,94.9367518424988,115.840798318386,97.9117539077997,110.44424166251,122.50815002271,133.882314883638,156.870226860046,161.540481299162,158.848116934299,168.292719364166,173.222230296815,168.78033916303,202.282579064369,212.061114370823,208.576278410852,212.979627147317,249.451930522919,242.052913188934,246.545441478491,250.852973401546,265.044100016356,269.835051856935,276.978736631572,285.833885326982,293.750338274986,311.611429333687,341.773317977786,343.721415579319,361.261393018067,378.735730797052,409.721598252654,421.966819360852,461.342687547207,485.976340144873,516.607311084867,526.006452351809,565.069544553757,601.797938525677,634.541504412889,631.206908494234,612.447063922882,576.271604135633,556.868311822414,572.206688851118,609.375462919474,620.41153088212
United Arab Emirates,0.218803726136684,0.233528688549995,1.14492036914453,1.46177268447354,1.47325208270922,2.01648445799947,3.04663759190589,3.28138890583068,4.29049280378968,4.76904026512057,5.25953119341284,6.77481278311461,11.0884071476758,12.7796373283491,15.2469105152413,25.8874619277194,29.7834502859041,32.2750289421529,31.1184393018484,38.3349771052599,47.7442721873522,57.869685292244,64.4067794680595,72.054456025362,80.2936674356461,81.694236189127,100.243774026632,97.5200434029102,101.392690837383,110.629330933094,114.602454096079,117.005312681198,121.662270337343,124.135462760925,124.492929071188,123.592395931482,124.240580484271,132.424245476723,142.082624316216,152.521002262831,159.167075812817,168.143841415644,184.79534509778,210.574137449265,204.3672965765,213.794427901506,220.766339324415,231.909413073212,247.113147176802,243.038596730214,265.132944792509,275.829678977374,264.114257803478,248.773096079938,261.824112445116,254.992875769734,262.045433700085,281.384112745523,287.174474000931
Other Middle East,14.68716609478,15.1701904111542,15.4697155593894,16.3019540267996,16.987285011448,18.7610896006227,20.0485039353371,20.186979456339,23.4980757823214,25.894966466818,27.3389029414393,30.5995571180247,33.3434020369314,35.8172873230651,40.3341661747545,41.7351381643675,43.7785515426658,51.4175933091901,55.2330621271394,59.7201008587144,60.9486038368195,61.4391142453533,64.8248161470983,67.4552668707911,67.9113406431861,72.4452644553967,78.0348260658793,80.6279519940726,82.6771795116365,86.7279930717777,90.6738726873882,93.9647675901651,98.0962957876036,106.149856923381,108.413455639267,109.031004795805,113.014106201241,115.855257557938,120.968430616427,125.427235593554,141.331804562826,145.181494273653,149.083138605019,157.238290936686,158.424829033203,155.743181915954,150.146989184897,139.255463346839,134.205210536253,135.174136913382,124.780291651143,120.320700896205,122.662273503374,123.073278571246,121.175330875674,115.063354587066,119.841986355605,118.29464422341,121.82006908569
Algeria,5.56875275075436,6.86750604212284,6.36930686235428,6.77113720774651,7.59211817756295,8.26442475616932,8.93084427900612,9.98648048005998,11.6122140306979,12.9736955091357,15.4752294991631,17.8837581779808,19.3442109432071,24.5346415098757,32.111406898126,38.5157852247357,46.3101795129478,54.2584432195872,59.0323902792297,56.9577186158858,57.612452392932,60.9855633354746,62.6745582497679,66.8850570446812,65.1347226775251,65.3538285619579,65.2782878852449,66.5623771823011,62.1241908720694,62.8151842853986,65.1593136764131,64.3348837918602,61.8408554322086,64.4103208477609,64.4281680523418,62.5948715000413,64.9326281901449,67.8554927669466,70.9544762372971,74.3068832582794,76.9454529285431,80.8032001173124,85.2188827819191,90.6222704078536,95.6727667686064,94.5984084010124,100.577984720469,108.876629933715,115.439979791641,123.598029896617,128.967685475945,127.696670979261,130.731029927731,137.275907456875,142.394250020385,132.693590521812,144.461339458823,149.564678102732,144.66695189476
Egypt,22.9015581533313,24.0252858176827,20.1245573088527,21.062653535977,15.8805008134805,20.2005894556642,20.4924386516213,23.1321353018284,21.6042289808393,24.6206633225083,27.5306141413748,32.5221124589443,35.0921254307032,36.2066606730223,40.3632060289383,45.2471202854067,52.2738633900881,59.316209545359,64.8941351789981,70.8867497644387,73.4897596910596,74.7800334310159,79.8485754178837,81.0522251771763,84.8963517872617,86.6009857701138,87.1321349511854,85.5586063317023,84.4007409396581,88.2381352782249,93.5598276394885,99.7458566564601,103.67492408934,108.318829802331,114.01171448594,122.035798815545,119.899515775498,125.224850058556,131.900610685349,140.130955040455,144.159745693207,150.043117016554,159.377883285284,168.08458507061,176.136471390724,184.198718190193,193.46245777607,200.798220064491,202.658964417875,201.592894371599,204.200171083212,216.639381315559,221.553224423435,217.702516993508,209.555709294975,189.651982134208,221.234431475401,235.579669557512,232.075120955706
Morocco,3.57128060609102,5.34599244594574,5.74922554939985,6.08028516545892,6.49075198732316,6.88744292408228,7.25005797669291,7.913673998788,9.25798841565847,9.84723538532853,10.3000055588782,11.2763779181987,12.3948282673955,13.2259178608656,14.7865227609873,14.9258700683713,14.8435776680708,15.663374748081,16.2736737085506,16.5756636480801,17.1730132657103,17.7592726796865,18.2125544920564,19.1563405767083,20.9802028571721,21.3156488721725,21.5465156377759,24.2485516404267,25.1597823500633,27.2950165979564,27.1470506023616,27.6247441023588,28.3735258057714,29.8947879113257,31.4993917122483,31.5813446603715,34.3597887381911,35.3778257183731,34.7038595117629,40.1277983039618,43.9384804368019,44.6243859529495,43.8639043346047,48.7342588547617,45.2550440076739,49.1789858394768,53.0190782339778,54.0667685908265,54.4441417753696,56.5907281935215,56.8135564550757,57.1634037550539,60.1841517658904,61.7663519140333,67.8745800405741,62.8313568960875,69.8562723249197,70.3421156764962,69.107553278096
South Africa,113.204194545746,113.521911859512,116.842663608491,123.105200752616,126.252076752484,131.621698647738,142.217586703598,145.693128623068,156.609782300889,161.765679873526,172.499920517206,180.037066757679,184.993899524212,182.244103364646,190.136321887374,205.857638306916,240.268660977483,264.046812079847,270.392156980932,290.401086218655,297.120084039867,299.4242673181,306.762037875596,330.544477590593,312.525384897832,324.869620159268,319.221421865746,327.233681190759,329.593904452864,340.297545384616,351.15398401022,357.305896982551,365.149553254247,357.551552303135,370.110981509089,371.649582318962,376.475584723055,366.562669321895,399.77849316597,439.144576638937,421.66345860064,430.8591446504,441.043431442231,475.951697606593,474.398873817176,475.111234080046,466.537415776402,462.285977862775,463.020846173167,467.43910657987,455.291737489402,474.362061738968,470.483218425885,452.440216457471,474.868962913752,448.901643292978,444.789556243661,425.676533228921,425.043301514612
Eastern Africa,25.2314836064397,27.2830205911305,28.5674539664469,29.6506263073388,31.5029600064299,33.5075417249864,35.5078835115673,35.1500160956275,37.536804950676,37.0650794003668,35.2144233246363,38.3028917168106,36.5559027632607,35.9350296238781,36.0649493740202,37.3006070247784,35.9125872681789,34.2029315290752,36.2697119673066,35.2806847627767,37.4018361957877,38.8737074054993,41.1752020304421,44.1065596913548,44.1676355142582,50.1192333067215,46.5197324089095,47.0605713065979,51.8364634863319,51.1077652621389,51.4035627974117,50.4980302781987,54.0264501742276,53.5159554505608,53.6705799706651,51.2798175154676,54.8741622659945,53.7514285212383,53.5400538247485,58.8606992898763,61.7982710887941,63.1559214527865,65.5972609073922,64.7910738519211,69.7287261619383,75.242052731033,78.7592622047002,81.484073560053,90.6948319693261,101.840820014918,105.968409956539,105.007799201728,114.345922417441,121.132262915434,117.73686581301,109.643156077518,119.008165590974,114.28198534899,116.826795424082
Middle Africa,7.00087565023205,7.177508359684,7.27398224969147,7.55717086413642,7.80124163187793,7.92600169454454,9.21416793742901,9.48898941387233,10.6092058183312,10.9755411213482,9.96208326903434,9.97631183966587,10.6599900302645,12.4708903798601,12.48005900512,13.0795410940591,13.8758085605041,12.8572696847623,14.5093203461438,12.9859718746957,14.5534112877285,14.0561167985907,14.4194332718034,15.4131797280206,15.2924408525796,14.3066485927366,13.124426288388,13.0783731265037,13.3046900447189,12.9890599684855,12.974022714785,13.075411484333,13.5227839070649,12.6153201865918,13.480184657521,14.6550125581557,14.9832244532772,16.1479532131234,17.8387878071262,21.792934053221,20.7311187816449,23.3827309691696,25.9257165799063,28.8161789953592,30.7353735767538,34.2143082590337,36.0084795933362,40.3551648187713,45.4533403494133,47.8763883297215,48.3413025148693,46.4161948634865,44.4863601143006,45.4741798779869,47.4239402530366,40.5429891466774,46.7450659563474,51.2468712936843,52.2124117066141
Western Africa,14.8155577878933,15.270977305132,14.6904068987933,14.4589330339513,15.6448422026879,16.5607897354466,20.9010630906214,22.2154424859685,24.5339376375769,25.3992838627275,27.4834518841174,30.7185494182979,34.0684173161512,37.1344924821533,38.8696200444228,43.1890939179284,48.4715321611557,51.3123835383544,49.6277139347285,45.5623578596073,47.3162830137533,44.7693032485587,47.0514764013055,50.2484450939959,52.0572052176544,50.677513351003,52.5663865189526,58.1060949198306,58.8054163563079,58.3040674793742,59.6671595190564,64.4765733734785,65.2200585263308,68.5339506673718,68.1506070253927,71.5814597466215,76.9103417922647,84.1479778348107,82.8664731252993,84.4701473385585,89.0254939504057,81.2934420125766,87.9198796003002,94.5164811368022,88.6876263505526,94.526376909987,103.668629333526,107.299285687084,109.189598967998,110.537109635506,127.36791613041,132.468027434017,142.870565488665,160.806765825764,164.212224138246,165.97026837464,193.964049121736,195.739299181778,189.915043248144
Other Northern Africa,5.67042402958032,6.02140234754188,6.34466334455647,7.04856796452077,7.49903315736447,8.33920340397162,7.40061247430276,9.0870429839124,11.7388609464397,12.6678512886283,13.9134333221009,16.7746812643018,19.1130078119459,21.2631391187897,25.6219962923205,27.186972655094,29.2416727952077,29.862316227227,31.9530854364275,31.4315679200809,34.5224733746145,34.4483098105993,37.2722828531405,37.6953895721817,39.7899042392382,38.9612803262426,39.2374864525627,39.7525712756906,41.4918014667928,46.3177202818915,49.5551456599496,51.505832624156,52.8103456164245,54.9044240138028,55.0991033113096,58.5148240614217,59.6238345890306,60.4128436930478,61.736918780487,65.2707088950556,67.5930496526416,69.9823444213253,67.5035602366552,69.3293966664933,74.1281805662438,77.8477397584356,57.4919571490027,70.3371168123558,75.1577407405712,74.7654802878387,67.8701019627042,69.6234628465027,74.3651424720883,75.5846086400561,76.3669557161629,68.7960785701871,82.2911562742665,86.7226863466203,89.6031329510733
Other Southern Africa,0.293863447674084,0.406805540231289,0.440488302381709,0.488178798404988,0.514284018980106,0.573669136036187,0.610422121419106,0.638551959069446,0.722924296162091,0.874569667183096,0.996580266612,1.29311014423729,1.45564568205737,1.69868389534531,1.86287305527367,1.94780066609383,1.95974971988471,2.0178765784658,1.83684745748178,1.89124640810769,2.10722834095941,2.35145601574914,2.39981689155684,2.70598066740786,2.99376756619313,6.23553320160136,6.20193720981479,6.89161492418498,6.96702048135921,7.42259878432378,7.64228977123275,7.29500441346318,7.85009510349482,8.5569819426164,8.81238751113415,8.94389273039997,9.11979443207383,8.97030916064978,8.97752071451396,9.1439079134725,9.63744323933497,9.43031153501943,9.8199154776521,10.3199499817565,10.7358732419088,9.40664075314999,10.7929371977225,12.2882142896196,12.445198737958,13.6811230435269,13.7176185576536,13.6343485645193,14.4901611559399,15.1274529717193,14.3727295585122,12.3259473845101,13.8956507076509,15.34243267891,15.681999302702
Australia,118.821503455751,125.07055748906,132.38713325467,139.726294729859,144.318647027016,155.27696865797,161.237396776676,168.205810666084,178.643121957779,188.994662821293,191.885486900806,198.375232696533,208.404580712318,215.110796751454,223.148243919015,224.261528462172,227.782637348399,226.773200426251,223.450378086418,231.842389680445,237.730756171048,242.347809561528,249.912832913833,261.776110303072,274.989209696185,279.658660083544,279.704568462912,283.544818135677,288.658230739413,298.640149050159,307.68033068534,318.057572231162,327.898391548544,337.400432022288,352.974285204778,355.063881414011,356.828310871497,363.405592292547,369.816082042642,382.862774580717,382.921513325535,398.389164168388,406.748219101224,417.378945655655,408.822987124324,401.961176615208,407.356313575059,398.740184023976,395.642330121249,399.197068113834,407.440761076752,405.976387807401,404.325988364406,402.48900768871,406.922067488777,376.522899202304,369.221748701762,376.955541752744,376.122029345715
Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,2.83901858422905,3.26306599657983,3.8161939997226,4.1020166343078,4.67498321738094,4.97158216591924,5.1628389521502,5.53969524707645,6.08397851791233,7.0939468992874,7.46385931689292,7.85113387461752,7.48226851876825,7.59526556637138,8.88323122728616,9.73437988711521,10.6435629068874,10.8924881103449,11.761634293478,12.7536491043866,12.0256510395557,13.0858771074563,14.1457549408078,14.8427943419665,18.2219613492489,18.4240468926728,20.8174095228314,21.1452589016408,21.8895634897053,23.5129974149168,27.6835415810347,29.5306495651603,30.5850973427296,32.9179347157478,36.5308220423758,40.5239370167255,41.1466825902462,44.2761719375849,49.4682092212606,50.7696353700012,56.3150361180305,61.4221685230732,64.4471816495061,66.8864742591977,83.8425286076963,83.8437026180327,88.3716944791377,95.6695204414427,107.69908554852,102.174992710352,109.718269545585,119.022878073156,118.210039332509
China,488.52541346848,530.349057108164,475.920689702034,476.68279093504,582.473713994026,748.507100760937,881.701154917479,945.376700699329,987.002297759056,1006.76851904392,1131.27279853821,1183.14136970043,1293.54808461666,1418.53261244297,1458.4541875124,1460.86878640205,1438.27433744818,1502.0269485265,1596.66301891953,1722.02749121934,1821.73744029552,1903.60713469237,2048.10800157487,2196.8157530576,2295.04396176338,2308.79272341728,2439.95436267555,2562.75619027019,2769.61444203556,2921.35766798258,3009.16341398656,3156.6550360322,3142.33146084845,3139.80792477727,3268.4740165174,3327.98388391733,3489.72714272141,3809.26403111219,4494.13586246967,5317.16772347689,6079.25929963589,6659.97359359264,7217.13919484615,7356.5598911643,7685.02016544342,8121.68793094158,8793.49112534523,8977.55966931581,9214.08614802361,9235.52975583076,9172.85086682439,9027.13780587912,9274.29724133015,9612.00112223625,9923.77984583378,10128.4323124886,10543.7666990757,10576.318805933,11218.3748351336
China Hong Kong SAR,7.13440794311464,7.69702706113458,9.07442680560052,9.78140145912766,11.469609783031,12.3234020927921,12.9674312481657,14.7437158413231,15.2759893238544,15.6077190265059,14.7476170007139,17.3834960386157,18.7988910153508,19.5704649332911,19.9808501265943,20.4567051809281,21.8494008332491,24.6607544720173,27.0073617100716,28.0668843090534,29.5634421110153,31.2165610194206,34.7782104313374,40.1828987598419,42.7995526790619,41.2727736234665,43.0485484153032,50.1408357918262,55.072496175766,48.4334963262081,52.2141787596047,49.7159283459187,49.0438294559717,50.8083644360304,50.1803475767374,53.3922681733966,70.0087076872587,67.1927954033017,71.2646877467632,78.4637217223644,75.7679135575891,79.9262107238173,85.6193669214845,79.1717209294438,86.4733412526548,88.3210891969502,91.9873467460275,88.7017786353827,91.4573155846447,89.5818455591798,90.4031958840787,92.5763123873621,98.8100335029885,99.9989571608603,94.5220633167773,67.9987024753354,64.4144454700872,57.5162878534757,65.8899807538837
India,167.450988590717,170.024484813213,174.470098078251,182.54080170393,197.476427197456,189.896062612534,206.585449203849,218.567763477564,219.015322018415,238.596514225006,253.406225733459,263.84393488802,277.624358352274,276.559518769383,295.917934846133,310.325903404504,339.834100229666,341.776578802615,364.608665555716,386.003722608089,409.00452311337,437.935125164688,474.795074813068,511.750350683928,558.969868123531,602.063995599747,634.880715072155,671.916386663914,694.044932710007,724.786561757326,773.416696146131,812.452664315701,854.976769387722,895.69740191102,914.305807590485,959.522548347712,968.248601406813,1011.72674669139,1052.26317766309,1115.26974350214,1203.23527383804,1255.05922800303,1366.32038655877,1465.59819078445,1591.78063732386,1643.92623919249,1710.23736482859,1829.26412540674,1896.21171283722,2046.48809272051,2114.34915244579,2211.28605604172,2287.88139468431,2385.76478022337,2411.36315071583,2241.61370068789,2469.85792422295,2595.61028122902,2814.32350695133
Indonesia,20.1407479420304,19.5487945340574,18.6879158094525,19.6140911281109,21.2924298197031,22.6474215388298,23.5358197540045,25.4173052608967,29.7230923771858,31.409716129303,36.8571581840515,39.716428399086,48.1136795673519,53.7384891286492,61.9575570225716,68.7639331445098,75.177771746181,77.2683432688937,78.7588733085431,85.1213988871314,86.4807626288384,90.8169108647853,98.7839438319206,104.109070003033,113.816838040948,132.382995896041,143.172899421304,157.039106288925,169.100037274882,176.617693530396,193.410999206826,205.629277678207,230.503295905888,228.484605200589,247.02553207241,264.044391813688,286.753250431735,294.83333735913,332.445059853606,323.325853047427,333.358606077265,352.535124346148,383.617088231724,379.152885002084,388.833621841855,422.788836746477,454.300399646629,470.477261970285,439.195830917917,448.603327056859,465.004805065226,463.820649042726,483.877614765894,521.620833933353,565.67385717947,522.462731579319,528.644282781286,704.444570881547,701.424058036413
Japan,445.343131460249,503.009879983962,576.544100545347,628.529143715277,728.688623029739,823.661625027657,841.869891405106,894.81365776062,995.5107011199,971.821410655975,961.136485815048,982.640119791031,979.68981552124,974.990613460541,975.255216479301,943.129292488098,934.897020459175,891.128002889454,907.984679460526,939.669440686703,939.186175823212,924.827231913805,957.922054797411,1022.66282850504,1040.37266872544,1085.82765671761,1114.24948267183,1126.95556877824,1122.45649084136,1182.76571518145,1193.30347514339,1215.18380787689,1216.13102122932,1188.04245542688,1220.21266291091,1251.06697459353,1241.98536964378,1244.00975220682,1288.16676213188,1273.181393234,1308.81232198392,1285.48297582177,1299.97535363999,1308.43107921243,1138.22851304756,1210.09814505931,1223.12593919784,1307.47464991361,1296.16651953524,1261.45289261847,1223.25564231537,1202.00199498609,1196.62519625295,1174.22109593358,1135.49121834803,1046.04990716814,1080.06079226484,1081.16607013842,1012.78317314511
Malaysia,8.26036951877177,9.55032327584922,10.3729033637792,10.6752230450511,11.5957068800926,10.827638393268,12.2987537682056,13.725169621408,14.5462449267507,14.7903270274401,15.1872670724988,17.0451445765793,19.9164097150788,25.3361370498314,28.8706868896261,30.2020275406539,31.4613456521183,33.446165301837,38.1423697816208,39.4998697238043,38.2802077103406,39.670112112537,40.516367321834,42.5301758481655,49.5503352181986,54.6292642150074,67.3282413054258,76.6016379203647,74.0358446482569,79.5912243183702,84.9012876730412,98.9185049757361,114.028632570058,108.25838406384,113.541877023876,131.380711533129,137.29555625096,145.542317979038,159.792481444776,174.144876826555,187.688663333654,187.462663512677,199.817046321929,208.082781989127,199.690112240613,214.158252891153,209.92288275063,227.890082737431,234.222518187016,243.227360118181,247.125957706012,252.462053332478,241.285069281235,251.188581235707,255.80130135268,251.178572364151,258.567022040486,277.432976536453,284.664448812604
New Zealand,15.0472117811441,15.7958540543914,15.7338014468551,15.670935317874,16.1982841491699,18.2425568550825,18.0823141038418,19.3507079184055,20.8965542912483,20.1327269650064,19.3805538169108,21.226988401264,22.1017281580716,20.8270098473877,19.3073227684945,18.6956786364317,18.2896516174078,19.9455569274724,20.0873490162194,20.1100492291152,20.6992424018681,21.6294921375811,22.0796335153282,23.0075986757874,23.9172553941607,25.2315080929548,25.7417522594333,27.3468603920192,26.76690223068,27.7350733168423,27.9856083504856,29.0449296291918,31.0639355462044,29.7593124005944,31.0174326524138,31.5567211154848,33.910398713313,33.8462604591623,36.0323543250561,35.157617229037,37.3004112383351,37.2294416353106,35.9907577326521,37.0397591013461,34.0531719652936,33.9896286074072,33.8825558498502,35.4141173437238,35.0539100174792,35.0176918199286,35.444073506631,34.6375686572865,36.6700412686914,36.5652811801992,37.870126188267,32.9008445958607,32.5995720271021,30.4695530161262,31.7273166161031
