,Country,Wind_2022,Solar_2022,Hydro_2022,OtherRenewables_2022,Total_2022,Wind_2023,Solar_2023,Hydro_2023,OtherRenewables_2023,Total_2023,Wind_GrowthRate,Solar_GrowthRate,Hydro_GrowthRate,OtherRenewables_GrowthRate,Total_GrowthRate
22,Cyprus,0.224266,0.601859,0.0,0.05784,0.883965,0.20847692959668251,0.825898774618716,0.0,0.0492176023001489,1.0835933065155474,-0.07040331750384576,0.3722462813029561,,-0.14907326590337322,0.22583281749339323
23,Czech Republic,0.641330471,2.2983478590000046,2.093465383,5.4042437535999985,10.437387466600002,0.701410824,2.192066344999997,2.342997084000001,5.16351835950879,10.39999261250879,0.0936808022022082,-0.04624257097715834,0.1191955229001278,-0.044543770611910616,-0.0035827791399789533
24,Denmark,19.027824000000003,2.202567,0.014944,7.273136,28.518471,19.39485276795742,3.477122551287303,0.0196849589261745,6.687080205555485,29.57874048372638,0.019289056276609262,0.5786682317892271,0.3172483221476512,-0.08057814324447043,0.03717834254600749
25,Estonia,0.668,0.596,0.023,1.596,2.8830000000000005,0.695782262996942,0.7319015228187444,0.02656338028169015,1.4219745282136629,2.876221694311039,0.041590214067278364,0.22802268929319536,0.1549295774647892,-0.1090385161568529,-0.002351129271231822
26,Finland,12.021954,0.39234199999999997,13.491760000000001,12.760534,38.66659,15.036280642968345,0.6652307926509187,15.17279995806814,10.981028968041835,41.85534036172924,0.2507351669261375,0.6955380577427823,0.12459752901535004,-0.1394538059267868,0.0824678452826908
27,France,37.902291,19.144035,44.270168999999996,9.733450936385609,111.0499459363856,52.311316566399995,22.24763,55.52242381210001,9.70561842696802,139.786988805468,0.3801623908802767,0.162118121911081,0.254172393425921,-0.00285946984265828,0.2587758384461014
28,Germany,124.816,60.304,17.624171380000003,51.90259651057324,254.64676789057324,142.103,61.216,19.639000000000003,49.49100000000001,272.449,0.13849987181130619,0.015123374900504194,0.11432189216489563,-0.046463889529726354,0.06990951527441625
29,Greece,10.88325,7.139715000000001,3.8551920000000006,0.5696100000000001,22.447767,11.013724484592796,8.499509179913273,3.9471162346425066,0.7019565952022578,24.162306494350837,0.011988558986772757,0.19045496632754566,0.023844268882718733,0.2323459826938743,0.07637906676200079
30,Hungary,0.61,4.732,0.178,2.142,7.662000000000001,0.6443329999999999,6.536622,0.22191300000000003,1.5133759999999998,8.916244,0.05628360655737685,0.38136559594251906,0.24670224719101141,-0.29347525676937447,0.1636966849386583
31,Iceland,0.005724646,1.9070000000000001e-06,14.195639659000001,5.9160970719999995,20.117463284,0.007227569,9.044999999999999e-06,14.220852342,6.00593443,20.234023386,0.2625355349483618,3.7430519140010476,0.0017760864325697678,0.015185240692751067,0.005793976126836187
32,Ireland,11.208432,0.14829599999999998,0.701202,1.013339,13.071269000000001,11.588839590020756,0.41515555555555556,0.9337281115393414,0.939943234696825,13.877666491812478,0.03393941186606253,1.799506092919267,0.3316107363346674,-0.07242962651509022,0.0616923645143006
33,Italy,20.494200000000003,28.1215,28.397599999999997,23.452800000000003,100.46610000000001,23.530377777777776,31.227398827671312,38.92342528950633,20.310279816138443,113.99148171109385,0.14814814814814792,0.11044570267131237,0.370658974332561,-0.13399339029291002,0.13462632381563377
34,Latvia,0.190183,0.04127600000000001,2.749823,0.801348,3.78263,0.2672571631578947,0.047,3.799865140453548,0.6248084794185935,4.738930783030036,0.40526315789473677,0.13867622831669713,0.38185808339429395,-0.2203031898518577,0.252813725643279
35,Lithuania,1.5124000000000002,0.3422,0.4643999999999999,0.7082,3.0272,2.5069652815624885,0.3583707553744001,0.450282816829882,0.4830370800209504,3.798655933787721,0.657607300689294,0.0472552757872593,-0.030398757902924012,-0.3179369104476837,0.2548414157596859
36,Luxembourg,0.312221,0.27626799999999996,0.0640909999999999,0.358707,1.0112869999999998,0.46486813320204085,0.30186949414929154,0.0903320926724891,0.20457387699237103,1.0616435970161926,0.48890732270424087,0.09266905377854684,0.4094349077481898,-0.4296908702858572,0.04979456575254382
37,Netherlands,21.400797999999998,17.078783,0.049998,9.785654000000001,48.315233000000006,28.885,21.173000000000002,0.068,8.036087456968861,58.16208745696886,0.3497160246080546,0.23972533640131144,0.3600544021760872,-0.17878892335976104,0.2038043458668377
38,North Macedonia,0.107656,0.09188800500000001,1.345315,0.036201000000000004,1.581060005,0.15764699999999998,0.307467,1.622933,0.065246,2.1532929999999997,0.4643586980753509,2.346105947125525,0.2063591054883056,0.8023259025993754,0.3619299667250766
39,Norway,14.809607,0.29968482938450935,127.61021372209761,0.23811700000000002,142.95762255148213,13.964847,0.5154472592949836,136.07480520000001,0.33815182917594305,150.89325128847094,-0.05704135160372581,0.7199644718539995,0.06633161430429158,0.42010788467830107,0.055510357512633
40,Poland,19.779538000000002,8.30967,1.9681870000000001,7.631184,37.688579000000004,24.130008009125454,11.668760587840572,2.3963219348019766,8.246039385178129,46.44112991694613,0.21994800935822933,0.4042387468865274,0.21752756968823417,0.08057142707843612,0.2322335081125273
41,Portugal,13.244,3.519,6.548,4.308000000000001,27.619,13.157,5.474,12.099,3.544,34.274,-0.006569012382965811,0.5555555555555556,0.8477397678680514,-0.17734447539461484,0.24095731199536563
42,Romania,6.997,1.9884190000000002,13.976628,0.647008,23.609054999999998,7.625,1.862512263548203,18.237627999999997,0.28755911111111115,28.012699374659313,0.08975275117907677,-0.0633200228180264,0.30486609502663997,-0.5555555555555556,0.18652353407026734
43,Slovakia,0.004,0.65,3.678,1.49,5.822,0.004,0.6037867078825347,4.745247789981249,1.8963636363636363,7.24939813422742,0.0,-0.07109737248840808,0.29017068786874645,0.2727272727272727,0.24517315943445883
44,Slovenia,0.005731,0.645587,3.148507,0.27231099999999997,4.072136,0.006424901480437082,1.0796923665574192,4.971590322691243,0.3149904345799028,6.372698025309002,0.12107860415932326,0.6724196220763725,0.5790310527152212,0.15673048308699533,0.5649521590902173
45,Spain,62.784,35.723,17.59,6.751516230000001,122.84851623,64.22751283756709,46.84725302436526,25.47504178349254,5.40750544714494,141.95731309256982,0.022991730975520763,0.3114031023252599,0.44826843567325403,-0.1990679925915042,0.15554764069591087
46,Sweden,33.059967,1.963,69.807996,13.105,117.935963,34.320508194575474,3.0980000000000003,66.03764532386796,11.345812931099827,114.80196644954327,0.03812893081761004,0.5781966377992869,-0.054010298134500756,-0.1342378534071098,-0.026573713994744175
47,Switzerland,0.15,3.858,29.565131103515622,2.011,35.584131103515624,0.16800114751503645,6.043867160430116,36.97987509994548,1.986216160942633,45.177959568833266,0.12000765010024295,0.5665803940980083,0.2507935435993438,-0.012324136776413308,0.26960974366379276
48,Turkey,34.94544909341099,16.88757060708802,66.80249686360288,19.20700936979,137.84252593389192,34.06972756,20.518881520235556,63.85422203,19.49014240193805,137.9329735121736,-0.0250596731800512,0.21502861469153012,-0.044134201145544893,0.014741130526722213,0.0006561659957178279
49,Ukraine,1.5522,5.19987,11.095296979048866,0.7761,18.623466979048867,0.9434410000000001,5.7082120000000005,12.711116927454041,1.044,20.406769927454043,-0.3921910836232444,0.09776052093610055,0.14563106796116498,0.3451874758407423,0.09575569094687708
50,United Kingdom,80.2572,13.2829,5.6401,35.8313,135.01149999999998,81.98949999999999,13.826500000000001,5.194500000000001,33.99000000000001,135.00050000000002,0.021584356294513052,0.04092479804861893,-0.07900569138845048,-0.05138803225113209,-8.147454105733587e-05
51,Other Europe,2.226077329955399,0.6437505095154178,33.63493928542383,0.36658453526940493,36.87135166016405,2.3574666285152173,1.1084719621906873,42.37180119139063,0.36250727483335177,46.20024705692989,0.05902279170259139,0.7218968308469191,0.2597555426464837,-0.011122292524033406,0.2530120263219102
52,Total Europe,555.0759586237983,249.39497306698806,564.0964078738469,239.2282381883724,1607.7955777530055,614.128195898005,294.8770995837667,638.6994903668067,221.6227110661231,1769.3274969147017,0.10638586729754063,0.18236986077727413,0.1322523622764209,-0.0735930141674429,0.10046794592347807
54,Azerbaijan,0.0833,0.0609,1.5957000000000001,0.10265,1.8425500000000001,0.056600000000000004,0.07940000000000001,1.7634,0.1115,2.0109,-0.3205282112845137,0.3037766830870281,0.10509494265839447,0.08621529469069644,0.09136794116848912
55,Belarus,0.1747111984282908,0.2087,0.37,0.5208,1.274211198428291,0.1717406679764244,0.15330000000000002,0.3,0.5075000000000001,1.1325406679764245,-0.01700251889168769,-0.2654528030666027,-0.18918918918918926,-0.025537634408602128,-0.11118292683866982
56,Kazakhstan,2.31184,1.7724578999999998,9.201193400000001,0.0029497,13.288441,3.6528068420881876,1.9576028896699929,8.793510775765814,0.004500697803638747,14.408421205327633,0.5800431007717608,0.10445663599118094,-0.04430758125725165,0.525815440091788,0.08428228754054978
57,Russian Federation,4.20105,2.39864,197.66654999999997,0.841799,205.10803899999996,4.747359,2.634875,200.86565900000002,0.849581294117647,209.09747429411766,0.1300410611632805,0.09848705933362245,0.01618437211556567,0.00924483649617902,0.0194504092261234
58,Turkmenistan,0.0,0.00696,0.00315,0.0,0.010110000000000001,0.0,0.00696,0.00315,0.0,0.010110000000000001,,0.0,0.0,,0.0
59,Uzbekistan,0.0,0.18402100000000002,5.313,0.0,5.497021,0.0,0.319021,6.9972,0.0,7.3162210000000005,,0.7336119247259822,0.3169960474308302,,0.33094288706555797
60,Other CIS,0.1408,0.56154375,34.0585,0.029,34.78984375,0.17296446568201565,0.8236546929569267,34.2789285894566,0.029,35.30454774809554,0.22844080740067918,0.46676851617870674,0.006472058060589703,0.0,0.014794662539854952
61,Total CIS,6.9117011984282914,5.19322265,248.20809339999997,1.4971987000000002,261.81021594842827,8.801470975746629,5.97481358262692,253.00184836522243,1.5020819919212856,269.28021491551726,0.273416011928882,0.15050210347267123,0.019313451465488907,0.003261619129969473,0.028532114150046972
63,Iran,1.2465588031211816,0.6908413455593627,14.004,0.028209914185639232,15.969610062866183,1.3299907651195555,0.7621184849317112,22.653000000000002,0.028209914185639232,24.77331916423691,0.06692982456140362,0.10317439717600663,0.6176092544987148,0.0,0.5512789020341715
64,Iraq,0.0,0.42224713884992987,2.650656,0.0,3.07290313884993,0.0,0.42224713884992987,3.3878062,0.0,3.81005333884993,,0.0,0.2781010436661717,,0.23988722282860087
65,Israel,0.18996646207999998,6.083600000000001,0.023479537919999998,0.103054,6.400100000000001,0.44093132941504587,7.512670042644694,0.023244245503999998,0.103054,8.07989961756374,1.3211009174311927,0.2349053262286629,-0.010021168934486457,0.0,0.2624645892351274
66,Kuwait,0.03504,0.144056874637,0.0,0.0,0.17909687463700003,0.03504,0.1292615,0.0,0.0,0.1643015,0.0,-0.10270509251489701,,,-0.08261101522283865
67,Oman,0.11511300000000001,1.44303,0.0,0.0,1.558143,0.11511300000000001,1.480477598723227,0.0,0.0,1.595590598723227,0.0,0.02595067235139048,,,0.024033480061346646
68,Qatar,0.0,0.2713076712328768,0.0,0.134388,0.4056956712328768,0.0,1.3203640000000003,0.0,0.134388,1.4547520000000003,,3.8666666666666663,,0.0,2.585820858228842
69,Saudi Arabia,1.45,0.8313614106083433,0.0,0.0,2.2813614106083433,1.45,4.319243515320673,0.0,0.0,5.769243515320674,0.0,4.195386098279561,,,1.528859955504489
70,United Arab Emirates,4.4999999999999996e-05,7.743356572,0.0,0.0127974,7.756198972,0.05395095367847411,13.748377774378046,0.0,0.0332187829787234,13.835547511035243,1197.9100817438693,0.7755062222101743,,1.5957446808510638,0.7838051294173585
71,Other Middle East,1.7540065555555555,6.0983217377560255,1.4731,0.021042622950819677,9.3464709162624,1.676624266160363,6.212622046161841,1.5162081579868163,0.021038196552844893,9.426492666861865,-0.04411744594117717,0.01874291211927326,0.02926356526156826,-0.00021035390811918742,0.008561707548913722
72,Total Middle East,4.790729820756737,23.72812275064354,18.15123553792,0.29949193713645894,46.96958004645674,5.101650314373439,35.90738210101013,27.58025860349082,0.31990889371720754,68.90919991259159,0.06490044424329255,0.5132837299586319,0.5194700408064516,0.0681719740970721,0.46710274702125876
74,Algeria,0.016,0.649,0.016,0.0,0.681,0.016,0.649,0.06878000000000001,0.0,0.7337800000000001,0.0,0.0,3.29875,,0.077503671071953
75,Egypt,5.513219515925366,5.386780484074636,13.2871865,0.0,24.187186500000003,5.7368818346042225,5.244259604601733,13.824719699999998,0.0,24.805861139205952,0.0405683680892428,-0.02645752502710097,0.040455005278957845,,0.02557861118761995
76,Morocco,5.355878628999999,1.4477472099999997,0.35021179226000004,0.0,7.153837631259998,6.545676311999999,2.1106727000000003,0.16276278000000022,0.0,8.819111792,0.22214799203210256,0.4579014108409165,-0.5352447187753067,,0.23278053634643348
77,South Africa,9.700000000000001,6.199999999999999,3.1000000000000005,0.4097,19.4097,11.576709000000001,6.402801,1.6853999999999996,0.4097,20.07461,0.1934751546391753,0.032709838709677586,-0.4563225806451615,0.0,0.03425658304868184
78,Eastern Africa,2.821260067050505,1.6693740031150803,79.58981832897061,7.269321698186197,91.3497740973224,2.607320249545752,1.9165184594142963,82.13132099076411,8.531950183943243,95.1871098836674,-0.07583129963924828,0.14804618727621266,0.03193250990080965,0.1736927512882105,0.042007063775076015
79,Middle Africa,0.0089,0.4623052583077861,32.753868288787196,0.117076,33.342149547094984,0.0089,0.6019130470334638,33.70847128305342,0.11107600000000001,34.430360330086884,0.0,0.3019818317375311,0.029144740579939876,-0.05124876148826396,0.03263769126387106
80,Western Africa,0.6020390850000001,1.2323822766847012,25.60101134937421,0.31451613855737703,27.74994884961629,0.9919435108891038,1.3920734525202016,27.97382621826776,0.3151161385573771,30.672959320234444,0.6476397224095569,0.1295792538213827,0.09268441924078719,0.001907692249917936,0.10533390481037141
81,Other Northern Africa,0.32180000000000003,0.32689675,0.0149,0.0,0.6635967500000001,0.338,0.3910337114156262,0.0092,0.0,0.7382337114156262,0.05034182722187697,0.19619944650910792,-0.3825503355704698,,0.11247336792355611
82,Other Southern Africa,0.0,0.406521,1.5436999999999999,0.3215,2.271721,0.0,0.4889528818040435,2.08074,0.3359,2.9055928818040435,,0.2027739816738705,0.3478914296819331,0.04479004665629849,0.2790271700635967
83,Total Africa,24.339097296975872,17.781006982182202,156.25669625939204,8.432113836743572,206.80891437529368,27.821430907039076,19.197224856789365,161.64522097208527,9.70374232250062,218.36761905841433,0.14307570932369318,0.07964778800358774,0.03448508026656394,0.15080779391471588,0.05589074686667139
85,Australia,30.0503,37.544096999999994,16.660758988769533,3.1865859999999997,87.44174198876952,31.867912,44.994346,15.26116598876953,3.125683,95.24910698876954,0.06048565238949366,0.19843995715225238,-0.08400535659530406,-0.01911230388886409,0.08928647602883699
86,Bangladesh,0.005081,0.8659920000000001,0.775026537,0.0038600000000000006,1.649959537,0.016582540000000003,1.2683123922114952,0.683570674,0.0038600000000000006,1.972325606211495,2.2636370793150964,0.46457749287694927,-0.1180035245683464,0.0,0.19537816654439277
87,China,762.67,427.27,1298.12201,182.525225,2670.587235,885.87,584.15,1225.9955000000002,198.125225,2894.140725,0.16153775551680294,0.3671683010742621,-0.05556219634547277,0.08546763878800867,0.0837094879621112
88,China Hong Kong SAR,0.0008288916562889164,0.23329253102023265,0.0,0.11199127346812139,0.34611269614464296,0.0008288916562889164,0.2413088057603759,0.0,0.12089558299237992,0.3630332804090447,0.0,0.03436147186147176,,0.07950895858678808,0.04888749951354132
89,India,70.04516474906,95.1580848330078,174.93547017414667,38.5670004179322,378.7057201741467,82.10639144212,113.40933554341684,149.16726016103777,37.281591890058536,381.96457903663315,0.17219213826207547,0.19179926479644926,-0.14730123049063104,-0.03332923260674425,0.008605253865687335
90,Indonesia,0.356,0.44373,27.295,37.298,65.39273,0.481,0.71287,24.59,39.4105,65.19437,0.351123595505618,0.6065400130710117,-0.09910239970690604,0.056638425652850044,-0.003033364718065701
91,Japan,9.415497559797606,91.07080732984265,74.86830105346,37.82990886697349,213.18451481007378,10.008989425161701,96.99363524433095,74.499332095,42.04524783526581,223.54720459975846,0.06303351061320361,0.06503541681624547,-0.004928240033075348,0.11142873706398015,0.04860901739939605
92,Malaysia,0.0,2.7520000000000002,31.783924189317023,1.2340000000000002,35.769924189317024,0.0,3.2384,31.505791874390432,1.2340000000000002,35.97819187439043,,0.17674418604651154,-0.00875072295258228,0.0,0.00582242455899884
93,New Zealand,2.865512163522778,0.28081334413002024,26.27620607992717,9.196881719020519,38.61941330660049,3.2284958998246105,0.3758953365342548,26.508505828842164,8.946376101523601,39.05927316672463,0.1266732491742737,0.33859499340676047,0.008840688347792058,-0.02723810364754775,0.011389604928280006
94,Pakistan,4.641718939238109,0.8455621197819009,34.49908806641985,0.964883425957995,40.95125255139786,4.380760557260282,1.2329454445622865,37.39162972332839,0.6800945523976256,43.68543027754859,-0.05622020320357024,0.45813703773804915,0.08384400339335452,-0.29515365887605927,0.06676664462751347
95,Philippines,1.0527529244237486,1.82836417072745,10.128012227424263,11.746648,24.75577732257546,1.2947323640192316,2.5097266792182755,10.179987623107955,11.752530630523008,25.73697729686847,0.22985397046314238,0.3726623609232793,0.005131845668882251,0.0005007922705275725,0.03963519147501082
96,Singapore,0.0,0.6672404536045924,0.0,0.9693053900535785,1.6365458436581708,0.0,0.9318029123103226,0.0,0.8369079606722073,1.7687108729825298,,0.3965024261890906,,-0.13659000634882767,0.08075852554727736
97,South Korea,3.369457625,30.726259595000002,3.5411789537060003,17.847911269500003,55.48480744320601,3.389796367348,29.368571563567002,3.7164229202,19.246602474724998,55.72139332584,0.006036206598087235,-0.044186570358011656,0.0494874641425842,0.0783672209092161,0.004263975915860474
98,Sri Lanka,0.7323913205207687,1.421547360658683,6.872957872340426,0.16280000000000003,9.189696553519878,0.7759860419803383,1.7169161981654164,5.8594400354609935,0.16280000000000003,8.515142275606749,0.059523809523809534,0.20777980789178363,-0.1474645786726324,0.0,-0.07340332447155273
99,Taiwan,3.577476256,10.676987889,5.836502663999999,1.9831935550000002,22.074160364,6.201348835,12.908689677999998,3.963277695,1.9456262149999999,25.018942423,0.7334423462907254,0.2090197921175143,-0.32094990387894384,-0.01894285099166748,0.13340403487339625
100,Thailand,2.988,5.026,6.598821000000001,13.862090556990003,28.47491155699,3.6083003533568903,5.420992818342217,6.588214,14.149405534630894,29.766912706330004,0.20759717314487625,0.07858989620816104,-0.0016074083537045425,0.020726670083396126,0.04537331562046032
101,Vietnam,9.091,25.750000000000004,95.91,0.378,131.129,11.367,25.702,80.90400000000001,0.853,118.82600000000002,0.2503574964250359,-0.0018640776699029304,-0.1564591804817015,1.2566137566137567,-0.09382363931700821
102,Other Asia Pacific,0.5393595568852458,2.002980301337231,92.96517452580274,0.6703157716435887,96.1778301556688,0.5662415175728157,2.571178144311934,91.40906438135805,0.6805757716435887,95.22705981488639,0.049840519824680296,0.2836762012064533,-0.01673863521885588,0.015306219000103427,-0.009885545756683656
103,Total Asia Pacific,901.4005409861043,734.5637589281104,1907.068432332314,358.53860124653954,3901.571333493069,1045.1643662353001,927.7469267607314,1788.2231630004958,380.6009225494326,4141.73537854596,0.15948939313029786,0.26299033335719924,-0.06231830348451228,0.061534019562157205,0.06155572320085523
105,Total World,2107.963061418401,1321.9138907958484,4323.445780285728,776.7824720046995,8530.105204504674,2325.3062249098557,1641.5766838437446,4240.012012723293,781.499479026951,8988.394400503847,0.10310577422794553,0.24181816627665942,-0.019297979390161535,0.006072494156669217,0.05372608953957014
106,of which: OECD,1094.1493262577935,655.1414745863341,1394.791826222292,400.1461497057997,3544.2287767722187,1149.3724383659471,755.2501619789183,1385.4923660521442,385.85449211503254,3675.9694585120424,0.05047127552235264,0.15280468612644982,-0.00666727463935235,-0.0357160942352559,0.03717047911895843
107,Non-OECD,1013.8137351606077,666.7724162095136,2928.653954063435,376.63632229890004,4985.876427732457,1175.9337865439065,886.3265218648262,2854.51964667115,395.64498691191875,5312.4249419918,0.15991108204666005,0.3292789268389953,-0.02531344042522521,0.050469547113762836,0.06549470669650237
108,European Union,421.0221025544319,209.42081920900003,274.2072752611581,174.853218211313,1079.503415235903,480.4703959929749,247.180524888971,325.66938457601657,158.34790196923313,1211.6682074271955,0.1411999348201849,0.18030540527246797,0.18767594428647238,-0.09439526713276114,0.12243110149161551
112,^Less than 0.05.,,,,,,,,,,,,,,,
113,♦ Less than 0.05%.,,,,,,,,,,,,,,,
114,A more extensive time series of renewables by source is available at https://www.energyinst.org/statistical-review.,,,,,,,,,,,,,,,
